ts,open,high,low,close,volume
1700000000,50.000000,50.500000,49.500000,50.000000,1000.0
1700003600,50.000000,54.229724,49.500000,53.729724,1000.0
1700007200,53.729724,57.266615,53.229724,56.766615,1000.0
1700010800,56.766615,59.055787,56.266615,58.555787,1000.0
1700014400,58.555787,59.290781,58.055787,58.790781,1000.0
1700018000,58.790781,59.290781,56.974586,57.474586,1000.0
1700021600,57.474586,57.974586,54.419039,54.919039,1000.0
1700025200,54.919039,55.419039,51.182742,51.682742,1000.0
1700028800,51.682742,52.182742,47.959836,48.459836,1000.0
1700032400,48.459836,48.959836,45.441798,45.941798,1000.0
1700036000,45.941798,46.441798,44.179759,44.679759,1000.0
1700039600,44.679759,45.474775,44.179759,44.974775,1000.0
1700043200,44.974775,47.317884,44.474775,46.817884,1000.0
1700046800,46.817884,50.391888,46.317884,49.891888,1000.0
1700050400,49.891888,54.134511,49.391888,53.634511,1000.0
1700054000,53.634511,57.850353,53.134511,57.350353,1000.0
1700057600,57.350353,60.849343,56.850353,60.349343,1000.0
1700061200,60.349343,62.584142,59.849343,62.084142,1000.0
1700064800,62.084142,62.759118,61.584142,62.259118,1000.0
1700068400,62.259118,62.759118,60.389209,60.889209,1000.0
1700072000,60.889209,61.389209,57.796948,58.296948,1000.0
1700075600,58.296948,58.796948,54.548245,55.048245,1000.0
1700079200,55.048245,55.548245,51.339713,51.839713,1000.0
1700082800,51.839713,52.339713,48.859965,49.359965,1000.0
1700086400,49.359965,49.859965,47.652510,48.152510,1000.0
1700090000,48.152510,49.007536,47.652510,48.507536,1000.0
1700093600,48.507536,50.904131,48.007536,50.404131,1000.0
1700097200,50.404131,54.014449,49.904131,53.514449,1000.0
1700100800,53.514449,57.768984,53.014449,57.268984,1000.0
1700104400,57.268984,61.469963,56.768984,60.969963,1000.0
1700108000,60.969963,64.430275,60.469963,63.930275,1000.0
1700111600,63.930275,66.110283,63.430275,65.610283,1000.0
1700115200,65.610283,66.225262,65.110283,65.725262,1000.0
1700118800,65.725262,66.225262,63.802097,64.302097,1000.0
1700122400,64.302097,64.802097,61.173925,61.673925,1000.0
1700126000,61.673925,62.173925,57.913805,58.413805,1000.0
1700129600,58.413805,58.913805,54.720624,55.220624,1000.0
1700133200,55.220624,55.720624,52.279939,52.779939,1000.0
1700136800,52.779939,53.279939,51.127480,51.627480,1000.0
1700140400,51.627480,52.542486,51.127480,52.042486,1000.0
1700144000,52.042486,54.492102,51.542486,53.992102,1000.0
1700147600,53.992102,57.637926,53.492102,57.137926,1000.0
1700151200,57.137926,61.403382,56.637926,60.903382,1000.0
1700154800,60.903382,65.088522,60.403382,64.588522,1000.0
1700158400,64.588522,68.009390,64.088522,67.509390,1000.0
1700162000,67.509390,69.634201,67.009390,69.134201,1000.0
1700165600,69.134201,69.689222,68.634201,69.189222,1000.0
1700169200,69.189222,69.689222,67.213274,67.713274,1000.0
1700172800,67.713274,68.213274,64.550004,65.050004,1000.0
1700176400,65.050004,65.550004,61.279460,61.779460,1000.0
1700180000,61.779460,62.279460,58.102604,58.602604,1000.0
1700183600,58.602604,59.102604,55.701742,56.201742,1000.0
1700187200,56.201742,56.701742,54.604676,55.104676,1000.0
1700190800,55.104676,56.079614,54.604676,55.579614,1000.0
1700194400,55.579614,58.081771,55.079614,57.581771,1000.0
1700198000,57.581771,61.262282,57.081771,60.762282,1000.0
1700201600,60.762282,65.037665,60.262282,64.537665,1000.0
1700205200,64.537665,68.705995,64.037665,68.205995,1000.0
1700208800,68.205995,71.586664,67.705995,71.086664,1000.0
1700212400,71.086664,73.155890,70.586664,72.655890,1000.0
1700216000,72.655890,73.155890,72.151007,72.651007,1000.0
1700219600,72.651007,73.151007,70.622765,71.122765,1000.0
1700223200,71.122765,71.622765,67.925221,68.425221,1000.0
1700226800,68.425221,68.925221,64.645249,65.145249,1000.0
