ts,open,high,low,close,volume
1700000000,50.000000,51.000000,49.000000,50.000000,800.0
1700003600,50.000000,52.835973,49.000000,51.835973,800.0
1700007200,51.835973,54.491849,50.835973,53.491849,800.0
1700010800,53.491849,55.807355,52.491849,54.807355,800.0
1700014400,54.807355,56.659690,53.807355,55.659690,800.0
1700018000,55.659690,56.977040,54.659690,55.977040,800.0
1700021600,55.977040,56.977040,54.746487,55.746487,800.0
1700025200,55.746487,56.746487,54.015429,55.015429,800.0
1700028800,55.015429,56.015429,52.886363,53.886363,800.0
1700032400,53.886363,54.886363,51.505600,52.505600,800.0
1700036000,52.505600,53.505600,50.047160,51.047160,800.0
1700039600,51.047160,52.047160,48.693615,49.693615,800.0
1700043200,49.693615,50.693615,47.615988,48.615988,800.0
1700046800,48.615988,49.615988,46.954927,47.954927,800.0
1700050400,47.954927,48.954927,46.805225,47.805225,800.0
1700054000,47.805225,49.205379,46.805225,48.205379,800.0
1700057600,48.205379,50.133353,47.205379,49.133353,800.0
1700061200,49.133353,51.509009,48.133353,50.509009,800.0
1700064800,50.509009,53.202923,49.509009,52.202923,800.0
1700068400,52.202923,55.050635,51.202923,54.050635,800.0
1700072000,54.050635,56.870756,53.050635,55.870756,800.0
1700075600,55.870756,58.484933,54.870756,57.484933,800.0
1700079200,57.484933,59.737484,56.484933,58.737484,800.0
1700082800,58.737484,60.512539,57.737484,59.512539,800.0
1700086400,59.512539,60.746791,58.512539,59.746791,800.0
1700090000,59.746791,60.746791,58.436471,59.436471,800.0
1700093600,59.436471,60.436471,57.637756,58.637756,800.0
1700097200,58.637756,59.637756,56.460592,57.460592,800.0
1700100800,57.460592,58.460592,55.056586,56.056586,800.0
1700104400,56.056586,57.056586,53.602316,54.602316,800.0
1700108000,54.602316,55.602316,52.279894,53.279894,800.0
1700111600,53.279894,54.279894,51.256919,52.256919,800.0
1700115200,52.256919,53.256919,50.668021,51.668021,800.0
1700118800,51.668021,52.668021,50.600049,51.600049,800.0
1700122400,51.600049,53.082502,50.600049,52.082502,800.0
1700126000,52.082502,54.084286,51.082502,53.084286,800.0
1700129600,53.084286,55.517135,52.084286,54.517135,800.0
1700133200,54.517135,57.245331,53.517135,56.245331,800.0
1700136800,56.245331,59.100640,55.245331,58.100640,800.0
1700140400,58.100640,60.900835,57.100640,59.900835,800.0
1700144000,59.900835,62.469758,58.900835,61.469758,800.0
1700147600,61.469758,63.656708,60.469758,62.656708,800.0
1700151200,62.656708,64.353037,61.656708,63.353037,800.0
1700154800,63.353037,64.504105,62.353037,63.504105,800.0
1700158400,63.504105,64.504105,62.115299,63.115299,800.0
1700162000,63.115299,64.115299,61.251439,62.251439,800.0
1700165600,62.251439,63.251439,60.029641,61.029641,800.0
1700169200,61.029641,62.029641,58.606424,59.606424,800.0
